time,pressure_kPa,dx_px,dy_px,tip_disp_px,tip_disp_mm,curvature_1_per_mm,base_x,base_y,mid_x,mid_y,tip_x,tip_y
1776752917.3915875,0.0,0,0,0.0,0.0,0.03812231658708838,283,366,338,250,453,185
1776752917.4489915,0.0,0,0,0.0,0.0,0.03812231658708838,283,366,338,250,453,185
1776752917.5063105,0.6089999999999994,0,0,0.0,0.0,0.03812231658708838,283,366,338,250,453,185
1776752917.560224,2.0797000000000003,0,0,0.0,0.0,0.03812231658708838,283,366,338,250,453,185
1776752917.6174011,3.6829100000000006,0,0,0.0,0.0,0.03812231658708838,283,366,338,250,453,185
1776752917.6747396,4.968872999999999,0,0,0.0,0.0,0.03812231658708838,283,366,338,250,453,185
1776752917.7320151,5.942661899999999,0,0,0.0,0.0,0.03812231658708838,283,366,338,250,453,185
1776752917.7893574,6.633798569999999,0,0,0.0,0.0,0.03812231658708838,283,366,338,250,453,185
1776752917.8425715,7.331139570999999,0,0,0.0,0.0,0.03812231658708838,283,366,338,250,453,185
1776752917.900161,8.3733418713,0,0,0.0,0.0,0.03812231658708838,283,366,338,250,453,185
1776752917.958238,9.631002561389998,0,0,0.0,0.0,0.03812231658708838,283,366,338,250,453,185
1776752918.0152273,10.834300768417,0,0,0.0,0.0,0.03812231658708838,283,366,338,250,453,185
1776752918.0721045,11.7972902305251,0,0,0.0,0.0,0.03812231658708838,283,366,338,250,453,185
1776752918.1292326,12.51318706915753,0,0,0.0,0.0,0.03812231658708838,283,366,338,250,453,185
1776752918.1836078,13.04295612074726,0,0,0.0,0.0,0.03812231658708838,283,366,338,250,453,185
1776752918.2400548,13.495886836224178,0,0,0.0,0.0,0.03812231658708838,283,366,338,250,453,185
1776752918.2968743,14.324766050867254,0,0,0.0,0.0,0.03812231658708838,283,366,338,250,453,185
1776752918.3542125,15.567429815260176,0,0,0.0,0.0,0.03812231658708838,283,366,338,250,453,185
1776752918.4114509,16.94822894457805,0,0,0.0,0.0,0.03812231658708838,283,366,338,250,453,185
1776752918.465881,18.209468683373412,0,0,0.0,0.0,0.03812231658708838,283,366,338,250,453,185
1776752918.5226195,19.21084060501202,0,0,0.0,0.0,0.03812231658708838,283,366,338,250,453,185
1776752918.5799086,19.994252181503605,0,0,0.0,0.0,0.03812231658708838,283,366,338,250,453,185
1776752918.6376379,20.614275654451077,0,0,0.0,0.0,0.03812231658708838,283,366,338,250,453,185
1776752918.6956675,21.51428269633532,0,0,0.0,0.0,0.03812231658708838,283,366,338,250,453,185
