time,pressure_kPa,dx_px,dy_px,tip_disp_px,tip_disp_mm,curvature_1_per_mm,base_x,base_y,mid_x,mid_y,tip_x,tip_y
1776753070.441981,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753070.4987886,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753070.5561378,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753070.609471,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753070.6669433,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753070.7245486,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753070.781652,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753070.8391447,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753070.8965075,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753070.9498174,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753071.0068436,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753071.0641756,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753071.1213317,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753071.1786673,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753071.2366543,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753071.2893698,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753071.3471997,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753071.4045026,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753071.4612217,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753071.5185864,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753071.5720267,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753071.629323,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753071.6867502,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753071.7453196,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753071.8020523,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753071.8588104,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753071.9123683,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753071.9695349,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753072.0269878,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753072.084321,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753072.141199,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753072.1984947,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753072.2518263,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753072.3092093,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753072.367039,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753072.4241602,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753072.4815142,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753072.5390382,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753072.5926452,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753072.6498446,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753072.7070336,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753072.763897,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
1776753072.822092,0.0,2,0,2.0,0.24330900243309,0.04241571545912691,284,366,364,229,521,198
