time,pressure_kPa,dx_px,dy_px,tip_disp_px,tip_disp_mm,curvature_1_per_mm,base_x,base_y,mid_x,mid_y,tip_x,tip_y
1776754108.59419,15.7,0,0,0.0,0.0,0.031855705295127254,188,368,214,286,288,198
1776754108.650639,15.7,0,0,0.0,0.0,0.031855705295127254,188,368,214,286,288,198
1776754108.7038982,15.7,0,0,0.0,0.0,0.031855705295127254,188,368,214,286,288,198
1776754108.7612066,15.7,0,0,0.0,0.0,0.031855705295127254,188,368,214,286,288,198
1776754108.8187625,15.7,0,0,0.0,0.0,0.031855705295127254,188,368,214,286,288,198
1776754108.8762517,15.7,0,0,0.0,0.0,0.031855705295127254,188,368,214,286,288,198
1776754108.9334645,15.7,0,0,0.0,0.0,0.031855705295127254,188,368,214,286,288,198
1776754108.990523,15.7,0,0,0.0,0.0,0.031855705295127254,188,368,214,286,288,198
1776754109.0440745,15.7,0,0,0.0,0.0,0.031855705295127254,188,368,214,286,288,198
1776754109.1011324,15.7,0,0,0.0,0.0,0.031855705295127254,188,368,214,286,288,198
1776754109.1588805,15.7,0,0,0.0,0.0,0.031855705295127254,188,368,214,286,288,198
1776754109.2160373,15.7,0,0,0.0,0.0,0.031855705295127254,188,368,214,286,288,198
1776754109.2730317,15.7,0,0,0.0,0.0,0.031855705295127254,188,368,214,286,288,198
1776754109.3276925,15.7,0,0,0.0,0.0,0.031855705295127254,188,368,214,286,288,198
1776754109.3836172,15.7,0,0,0.0,0.0,0.031855705295127254,188,368,214,286,288,198
1776754109.4412992,15.7,0,0,0.0,0.0,0.031855705295127254,188,368,214,286,288,198
1776754109.4984517,15.7,0,0,0.0,0.0,0.031855705295127254,188,368,214,286,288,198
1776754109.5560088,15.7,0,0,0.0,0.0,0.031855705295127254,188,368,214,286,288,198
1776754109.612971,15.7,0,0,0.0,0.0,0.031855705295127254,188,368,214,286,288,198
1776754109.6666205,15.7,0,0,0.0,0.0,0.031855705295127254,188,368,214,286,288,198
1776754109.7239969,15.7,0,0,0.0,0.0,0.031855705295127254,188,368,214,286,288,198
1776754109.7810378,15.7,0,0,0.0,0.0,0.031855705295127254,188,368,214,286,288,198
1776754109.8385332,15.7,0,0,0.0,0.0,0.031855705295127254,188,368,214,286,288,198
1776754109.8954556,15.7,0,0,0.0,0.0,0.031855705295127254,188,368,214,286,288,198
1776754109.9493241,15.7,0,0,0.0,0.0,0.031855705295127254,188,368,214,286,288,198
1776754110.0066438,15.7,0,0,0.0,0.0,0.031855705295127254,188,368,214,286,288,198
1776754110.063872,15.7,0,0,0.0,0.0,0.031855705295127254,188,368,214,286,288,198
1776754110.1212206,15.7,0,0,0.0,0.0,0.03243086643630878,188,368,214,286,288,199
1776754110.1814952,15.7,0,0,0.0,0.0,0.03243086643630878,188,368,214,286,288,199
1776754110.2316706,15.7,0,0,0.0,0.0,0.03243086643630878,188,368,214,286,288,199
1776754110.2891047,15.7,0,0,0.0,0.0,0.03243086643630878,188,368,214,286,288,199
1776754110.3467083,15.7,0,0,0.0,0.0,0.03243086643630878,188,368,214,286,288,199
1776754110.403952,15.7,0,0,0.0,0.0,0.03243086643630878,188,368,214,286,288,199
1776754110.460714,15.7,0,0,0.0,0.0,0.03243086643630878,188,368,214,286,288,199
1776754110.5179608,15.7,0,0,0.0,0.0,0.03243086643630878,188,368,214,286,288,199
1776754110.5714185,15.7,0,0,0.0,0.0,0.03243086643630878,188,368,214,286,288,199
1776754110.6286597,15.7,0,0,0.0,0.0,0.03243086643630878,188,368,214,286,288,199
1776754110.686587,15.7,0,0,0.0,0.0,0.033373321406857386,189,368,214,286,288,199
1776754110.7433617,15.7,0,0,0.0,0.0,0.033373321406857386,189,368,214,286,288,199
1776754110.8010437,15.7,0,0,0.0,0.0,0.033373321406857386,189,368,214,286,288,199
1776754110.8545601,15.7,0,0,0.0,0.0,0.033373321406857386,189,368,214,286,288,199
1776754110.9117548,15.7,0,0,0.0,0.0,0.033373321406857386,189,368,214,286,288,199
1776754110.9696362,15.7,0,0,0.0,0.0,0.033373321406857386,189,368,214,286,288,199
1776754111.0271194,15.7,0,0,0.0,0.0,0.033373321406857386,189,368,214,286,288,199
1776754111.0837162,15.7,0,0,0.0,0.0,0.033373321406857386,189,368,214,286,288,199
1776754111.1406274,15.7,0,0,0.0,0.0,0.033373321406857386,189,368,214,286,288,199
1776754111.1940238,15.7,0,0,0.0,0.0,0.033373321406857386,189,368,214,286,288,199
1776754111.2522826,15.7,0,0,0.0,0.0,0.033373321406857386,189,368,214,286,288,199
1776754111.3091698,15.7,0,0,0.0,0.0,0.033373321406857386,189,368,214,286,288,199
1776754111.3659117,15.7,0,0,0.0,0.0,0.033373321406857386,189,368,214,286,288,199
1776754111.4232912,15.7,0,0,0.0,0.0,0.033373321406857386,189,368,214,286,288,199
1776754111.4769776,15.7,0,0,0.0,0.0,0.033373321406857386,189,368,214,286,288,199
1776754111.534367,15.7,0,0,0.0,0.0,0.033373321406857386,189,368,214,286,288,199
1776754111.5917633,15.7,0,0,0.0,0.0,0.033373321406857386,189,368,214,286,288,199
1776754111.648845,15.7,0,0,0.0,0.0,0.033373321406857386,189,368,214,286,288,199
1776754111.7062962,15.7,0,0,0.0,0.0,0.033373321406857386,189,368,214,286,288,199
1776754111.7601428,15.7,0,0,0.0,0.0,0.033373321406857386,189,368,214,286,288,199
1776754111.817327,15.7,0,0,0.0,0.0,0.033373321406857386,189,368,214,286,288,199
1776754111.8747468,15.7,0,0,0.0,0.0,0.033373321406857386,189,368,214,286,288,199
1776754111.9316444,15.7,0,0,0.0,0.0,0.03279422211942508,189,368,214,286,288,198
1776754111.9888837,15.7,0,0,0.0,0.0,0.03279422211942508,189,368,214,286,288,198
1776754112.0468109,15.7,0,0,0.0,0.0,0.03279422211942508,189,368,214,286,288,198
1776754112.099871,15.7,0,0,0.0,0.0,0.03279422211942508,189,368,214,286,288,198
