time,pressure_kPa,dx_px,dy_px,tip_disp_px,tip_disp_mm,curvature_1_per_mm,base_x,base_y,mid_x,mid_y,tip_x,tip_y
1776762931.586102,0.0,0,0,0.0,0.0,0.03447488500302926,188,364,201,309,242,238
1776762931.6428206,0.0,0,0,0.0,0.0,0.03447488500302926,188,364,201,309,242,238
1776762931.6960332,0.0,0,0,0.0,0.0,0.03447488500302926,188,364,201,309,242,238
1776762931.7541254,0.0,0,0,0.0,0.0,0.03447488500302926,188,364,201,309,242,238
1776762931.810559,0.0,0,0,0.0,0.0,0.03447488500302926,188,364,201,309,242,238
1776762931.868972,0.0,0,0,0.0,0.0,0.03447488500302926,188,364,201,309,242,238
1776762931.9255743,0.0,0,0,0.0,0.0,0.03447488500302926,188,364,201,309,242,238
1776762931.9789703,0.0,0,0,0.0,0.0,0.03447488500302926,188,364,201,309,242,238
1776762932.036226,0.0,0,0,0.0,0.0,0.03447488500302926,188,364,201,309,242,238
1776762932.0928452,0.0,0,0,0.0,0.0,0.03447488500302926,188,364,201,309,242,238
1776762932.1505442,0.0,0,0,0.0,0.0,0.03447488500302926,188,364,201,309,242,238
1776762932.207951,0.0,0,0,0.0,0.0,0.03447488500302926,188,364,201,309,242,238
1776762932.2651052,0.0,0,0,0.0,0.0,0.03447488500302926,188,364,201,309,242,238
1776762932.3186276,0.0,0,0,0.0,0.0,0.03447488500302926,188,364,201,309,242,238
1776762932.3762524,0.0,0,0,0.0,0.0,0.03447488500302926,188,364,201,309,242,238
1776762932.4327312,0.0,0,0,0.0,0.0,0.03447488500302926,188,364,201,309,242,238
1776762932.4906404,0.0,0,0,0.0,0.0,0.03447488500302926,188,364,201,309,242,238
1776762932.5473733,0.0,0,0,0.0,0.0,0.03447488500302926,188,364,201,309,242,238
1776762932.6010277,0.0,0,0,0.0,0.0,0.03447488500302926,188,364,201,309,242,238
1776762932.6586573,0.0,0,0,0.0,0.0,0.03447488500302926,188,364,201,309,242,238
1776762932.7159245,0.0,0,0,0.0,0.0,0.03447488500302926,188,364,201,309,242,238
1776762932.7736268,0.0,0,0,0.0,0.0,0.03447488500302926,188,364,201,309,242,238
1776762932.8303673,0.0,0,0,0.0,0.0,0.03447488500302926,188,364,201,309,242,238
1776762932.8875146,0.0,0,0,0.0,0.0,0.03447488500302926,188,364,201,309,242,238
1776762932.9406877,0.0,0,0,0.0,0.0,0.03447488500302926,188,364,201,309,242,238
1776762932.9981847,0.0,0,0,0.0,0.0,0.03447488500302926,188,364,201,309,242,238
1776762933.055371,0.0,0,0,0.0,0.0,0.03447488500302926,188,364,201,309,242,238
1776762933.1129847,0.0,0,0,0.0,0.0,0.03447488500302926,188,364,201,309,242,238
